row_id,coder,paper_title,paper_id,dependent_variable_main_theme,coded_dependent_variable,depedendent_variable,dependent_variable_measurement,dependent_variable_measurement_technique,independent_variable_main_theme,independent_variable_sub_theme,independent_variable,independent_variable_measurement,independent_variable_measurement_technique,effect_direction,effect_direction_full_context,significant,alpha_value,effect_size,effect_size_metric,effect_size_full_context,confidence_interval,sample_size,independent_variable_measurement_others,sample_size_full _context
r204,Sercan,ComPeer: A Generative Conversational Agent for Proactive Peer Support,A74,Theme 4: Social Perception and Anthropomorphism,Trust,Sharing Joy,MULTI,survey,REPRESENTATIONAL,Demographics,ChatBot use (Baseline Agent vs ComPeer),SINGLE,Other,POSITIVE,,YES,0.001,NA,NA,,NO,24,IV was bivalent (not measured but manipulated),
r205,Sercan,ComPeer: A Generative Conversational Agent for Proactive Peer Support,A74,Theme 4: Social Perception and Anthropomorphism,Trust,Sharing Life Disclosure,MULTI,survey,REPRESENTATIONAL,Demographics,ChatBot use (Baseline Agent vs ComPeer),SINGLE,Other,POSITIVE,,YES,0.001,NA,NA,,NO,24,IV was bivalent (not measured but manipulated),
r206,Sercan,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 4: Social Perception and Anthropomorphism,Presence,Presence,MULTI,survey,BEHAVIORAL,Behavioral_Patterns,Agent Type (Companion to Guide),SINGLE,Other,POSITIVE,,NA,NA,NA,NA,,NO,8,IV was bivalent (not measured but manipulated),
r207,Sercan,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 4: Social Perception and Anthropomorphism,Social Presence,Social Presence,MULTI,survey,BEHAVIORAL,Behavioral_Patterns,Agent Type (Companion to Guide),SINGLE,Other,POSITIVE,,NA,NA,NA,NA,,NO,8,IV was bivalent (not measured but manipulated),
r208,Sercan,Ask ChatGPT first! Transforming learning experiences in the age of artificial intelligence,A83,Theme 1: User Experience and Satisfaction,User Experience,User Experience,MULTI,survey,BEHAVIORAL,Personality_Traits,Personality,MULTI,Survey,POSITIVE,,YES,0.001,NA,NA,,,530,,
r209,Sercan,Ask ChatGPT first! Transforming learning experiences in the age of artificial intelligence,A83,Theme 1: User Experience and Satisfaction,User Experience,User Experience,MULTI,survey,BEHAVIORAL,Communication_Style,Empathy,MULTI,Survey,POSITIVE,,YES,0.001,NA,NA,,,530,,
r210,Sercan,Ask ChatGPT first! Transforming learning experiences in the age of artificial intelligence,A83,Theme 1: User Experience and Satisfaction,User Experience,User Experience,MULTI,survey,REPRESENTATIONAL,Demographics,Credibility,MULTI,Survey,POSITIVE,,YES,0.001,NA,NA,,,530,,
r211,Sercan,Ask ChatGPT first! Transforming learning experiences in the age of artificial intelligence,A83,Theme 1: User Experience and Satisfaction,User Experience,User Experience,MULTI,survey,REPRESENTATIONAL,Demographics,Age,SINGLE,Survey,NO EFFECT,,NO,0.001,NA,NA,,,530,,
r212,Sercan,Ask ChatGPT first! Transforming learning experiences in the age of artificial intelligence,A83,Theme 1: User Experience and Satisfaction,User Experience,User Experience,MULTI,survey,REPRESENTATIONAL,Demographics,Gender,SINGLE,Survey,NO EFFECT,,NO,0.001,NA,NA,,,530,,
r213,Sercan,Ask ChatGPT first! Transforming learning experiences in the age of artificial intelligence,A83,Theme 1: User Experience and Satisfaction,User Experience,User Experience,MULTI,survey,REPRESENTATIONAL,Demographics,Education,SINGLE,Survey,NO EFFECT,,NO,0.001,NA,NA,,,530,,
r214,Sercan,Ask ChatGPT first! Transforming learning experiences in the age of artificial intelligence,A83,Theme 2: Trust and Credibility,Credibility,Credibility,MULTI,survey,REPRESENTATIONAL,Demographics,Usage Depth,MULTI,Survey,POSITIVE,,YES,0.001,NA,NA,,,530,,
r215,Sercan,Ask ChatGPT first! Transforming learning experiences in the age of artificial intelligence,A83,Theme 2: Trust and Credibility,Credibility,Credibility,MULTI,survey,REPRESENTATIONAL,Demographics,ChatGPT Effort,MULTI,Survey,POSITIVE,,YES,0.001,NA,NA,,,530,,
r216,Sercan,Ask ChatGPT first! Transforming learning experiences in the age of artificial intelligence,A83,Theme 2: Trust and Credibility,Credibility,Credibility,MULTI,survey,REPRESENTATIONAL,Demographics,Age,SINGLE,Survey,POSITIVE,,YES,0.001,NA,NA,,,530,,
r217,Sercan,Ask ChatGPT first! Transforming learning experiences in the age of artificial intelligence,A83,Theme 2: Trust and Credibility,Credibility,Credibility,MULTI,survey,REPRESENTATIONAL,Demographics,Gender,SINGLE,Survey,NEGATIVE,,YES,0.001,NA,NA,,,530,,
r218,Sercan,Ask ChatGPT first! Transforming learning experiences in the age of artificial intelligence,A83,Theme 2: Trust and Credibility,Credibility,Credibility,MULTI,survey,REPRESENTATIONAL,Demographics,Education,SINGLE,Survey,NO EFFECT,,NO,0.001,NA,NA,,,530,,
r219,Sercan,Are Personalized Stochastic Parrots More Dangerous? Evaluating Persona Biases in Dialogue Systems,A85,Theme 5: Behavioral and Interaction Patterns,Harmfulness,Harmful Expression,MULTI,survey,REPRESENTATIONAL,Demographics,Offensiveness,SINGLE,Observation,POSITIVE,,NA,NA,NA,NA,,,NA,,
r220,Sercan,Are Personalized Stochastic Parrots More Dangerous? Evaluating Persona Biases in Dialogue Systems,A85,Theme 5: Behavioral and Interaction Patterns,Harmfulness,Harmful Expression,MULTI,survey,REPRESENTATIONAL,Demographics,Toxic Continuation,SINGLE,Observation,POSITIVE,,NA,NA,NA,NA,,,NA,,
r221,Sercan,Are Personalized Stochastic Parrots More Dangerous? Evaluating Persona Biases in Dialogue Systems,A85,Theme 5: Behavioral and Interaction Patterns,Harmfulness,Harmful Expression,MULTI,survey,REPRESENTATIONAL,Demographics,Regard,SINGLE,Observation,POSITIVE,,NA,NA,NA,NA,,,NA,,
r222,Sercan,Are Personalized Stochastic Parrots More Dangerous? Evaluating Persona Biases in Dialogue Systems,A85,Theme 5: Behavioral and Interaction Patterns,Harmfulness,Harmful Agreement,MULTI,survey,REPRESENTATIONAL,Demographics,Stereotype Agreement,SINGLE,Observation,POSITIVE,,NA,NA,NA,NA,,,NA,,
r223,Sercan,Are Personalized Stochastic Parrots More Dangerous? Evaluating Persona Biases in Dialogue Systems,A85,Theme 5: Behavioral and Interaction Patterns,Harmfulness,Harmful Agreement,MULTI,survey,REPRESENTATIONAL,Demographics,Toxic Agreement,SINGLE,Observation,POSITIVE,,NA,NA,NA,NA,,,NA,,
r224,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 5: Behavioral and Interaction Patterns,Flow,Flow,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,POSITIVE,,YES,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r225,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 1: User Experience and Satisfaction,Engagement,Engagement,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,POSITIVE,,YES,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r226,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 5: Behavioral and Interaction Patterns,Concentration,Concentration,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,POSITIVE,,YES,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r227,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 5: Behavioral and Interaction Patterns,Immersiveness,World Forgetfulness,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,POSITIVE,,YES,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r228,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 4: Social Perception and Anthropomorphism,Comfort preference,Equipment Comfort,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,NEGATIVE,,YES,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r229,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 1: User Experience and Satisfaction,Ease of Use,Ease of Future Use,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,NEGATIVE,,YES,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r230,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 5: Behavioral and Interaction Patterns,Environment Fidelity,Environment Fidelity,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,POSITIVE,,YES,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r231,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 4: Social Perception and Anthropomorphism,Hand Movement Perception,Hand Movement Perception,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,POSITIVE,,YES,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r232,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 3: Learning and Performance Outcomes,Emotion,Emotion,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,NO EFFECT,,NO,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r233,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 1: User Experience and Satisfaction,Empathy Elicitation,Empathy Elicitation,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,NO EFFECT,,NO,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r234,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 1: User Experience and Satisfaction,Responsiveness,Responsiveness,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,NO EFFECT,,NO,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r235,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 3: Learning and Performance Outcomes,Relevance,Response Relevance,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,NO EFFECT,,NO,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r236,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 1: User Experience and Satisfaction,Age-Appropriate Response,Age-Appropriate Response,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,NO EFFECT,,NO,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r237,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 1: User Experience and Satisfaction,Detail,Detailed Responses,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,NO EFFECT,,NO,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r238,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 1: User Experience and Satisfaction,Response Suggestibility,Response Suggestibility,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,NO EFFECT,,NO,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r239,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 1: User Experience and Satisfaction,Training Comparability,Training Comparability,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,POSITIVE,,YES,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r240,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 6: Technology Acceptance and Adoption Intentions,Tool Inclusion Recommendation,Tool Inclusion Recommendation,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Environment (2D vs 3D),SINGLE,Other,NO EFFECT,,NO,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r241,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 4: Social Perception and Anthropomorphism,Hand Movements Perception,Hand Movements Perception,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Varied Story,SINGLE,Other,NO EFFECT,,YES,0.05,NA,NA,,,39,IV was bivalent (not measured but manipulated),
r242,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 4: Social Perception and Anthropomorphism,Age-Appropriate Response,Age-Appropriate Response,MULTI,survey,REPRESENTATIONAL,Role_Occupation,Professional Expertise,SINGLE,Survey,POSITIVE,,YES,0.05,NA,NA,,,39,,
r243,Sercan,A Theoretical and Empirical Analysis of 2D and 3D Virtual Environments in Training for Child Interview Skills,A87,Theme 4: Social Perception and Anthropomorphism,Avatar Interaction Comfort,Avatar Interaction Comfort,MULTI,survey,BEHAVIORAL,Behavioral_Patterns,VR Familiarity,SINGLE,Survey,POSITIVE,,YES,0.05,NA,NA,,,39,,
r244,Angelica,User perceptions and utilisation of features of an AI-enabled workplace digital mental wellness platform a mindline at work,A04,Theme 4: Social Perception and Anthropomorphism,Multimedia resources,Multimedia resources,MULTI,survey,REPRESENTATIONAL,Demographics,Age,SINGLE,Survey,POSITIVE,Positive Relationship: Years of Work Experience and Multimedia Resources - users with longer work experience reported a higher likelihood of using multimedia resources such as reading articles or watching videos.,YES,0.001,NA,NA,,NA,399,Profile variables,"For the cross- sectional survey, 433 individuals initially consented to participate, but 34 withdrew during the 4- week study period. The final sample included 399 unique survey participants."
r245,Angelica,User perceptions and utilisation of features of an AI-enabled workplace digital mental wellness platform a mindline at work,A04,Theme 4: Social Perception and Anthropomorphism,Emotion self- assessments,Emotion self- assessments,MULTI,survey,REPRESENTATIONAL,Demographics,Ethnicity,SINGLE,Survey,NEGATIVE,Negative Relationship: Years of Work Experience and Emotion Self-Assessments/AI Chatbot - Participants with ≤5 years of work experience reported a lower likelihood of utilising multimedia resources but showed a higher likelihood of utilising emotion self- assessments and the AI chatbot (Wysa) compared with their counterparts with longer work experience (p<0.001) (online supplemental file 1).,YES,0.001,NA,NA,,,399,,
r246,Angelica,User perceptions and utilisation of features of an AI-enabled workplace digital mental wellness platform a mindline at work,A04,Theme 4: Social Perception and Anthropomorphism,Anthropomorphized CB,AI chatbot (Wysa),MULTI,survey,REPRESENTATIONAL,Demographics,Gender,SINGLE,Survey,NO EFFECT,"No Effect: Age, Ethnicity, and Gender",YES,0.001,NA,NA,,,399,,
r247,Angelica,User perceptions and utilisation of features of an AI-enabled workplace digital mental wellness platform a mindline at work,A04,Theme 4: Social Perception and Anthropomorphism,Anthropomorphized CB,AI chatbot (Wysa),MULTI,survey,BEHAVIORAL,Behavioral_Patterns,Years of working experience,SINGLE,Survey,NA,,NA,0.001,NA,NA,,,399,,
r248,Angelica,"Usability, Engagement, and Report Usefulness of Chatbot-Based Family Health History Data Collection: Mixed Methods Analysis",A05,Theme 1: User Experience and Satisfaction,Usability,Usability,MULTI,survey,BEHAVIORAL,Behavioral_Patterns,Intervention type (Form based vs KIT),SINGLE,Observation,POSITIVE,Positive Relationship: Chatbot-based method showed higher usability scores compared to the form-based method,YES,0.001,NA,NA,,NO,213,Intervention type,Total sample size: 213 participants; Form-based method: 112 participants; Chatbot-based method (KIT): 101 participants
r249,Angelica,"Usability, Engagement, and Report Usefulness of Chatbot-Based Family Health History Data Collection: Mixed Methods Analysis",A05,Theme 1: User Experience and Satisfaction,Engagement,Engagement,MULTI,survey,BEHAVIORAL,Behavioral_Patterns,Intervention type (Form based vs KIT),SINGLE,Observation,NEGATIVE,"Negative relationship: While the onboarding strategy used in KIT may have reduced the burden for the users by decreasing the number of data items to collect, there was also a potential impact on the quality of FHx data collected.",YES,0.04,NA,NA,,NO,213,,
r250,Angelica,"Usability, Engagement, and Report Usefulness of Chatbot-Based Family Health History Data Collection: Mixed Methods Analysis",A05,Theme 1: User Experience and Satisfaction,Report usefulness,Report usefulness,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Intervention type (Form based vs KIT),SINGLE,Observation,NA,,NA,0.04,NA,NA,,,213,,
r251,Angelica,Typefaces and the perception of humanness in natural language chatbots,A12,Theme 4: Social Perception and Anthropomorphism,Perception as a machine,Perception of the financial adviser as machine.,SINGLE,survey,REPRESENTATIONAL,Visual_Appearance,"Typeface used in the dialogue (OCR-A, Georgia, Helvetica, Bradley).",SINGLE,Survey,POSITIVE,Typeface used in the dialogue = OCR-A: POSITIVE (more likely to be perceived as machine-like) and Bradley: NO EFFECT (not more likely to be perceived as human-like).,YES,0.05,-0.88,ODDS RATIO,OCR Experiment (Table 6): Used AI before: Coefficient = -0.88; Work in AI company AND Used AI before: Coefficient = 1.33; Used AI before AND First Chat: Coefficient = 1.23; First Chat AND OCR: Coefficient = 1.12; First Chat AND Helvetica: Coefficient = 1.5,NO,199,,The study included a total of 199 participants: 90 participants in the OCR experiment and 109 participants in the Bradley experiment.
